title,content,answer,solution,questionTypeCode,problemLevelCode,problemTypeCode,problemTypeDetailCode,metadata,createdDate,modifiedDate
다음 문장의 괄호친 단어와 반의어를 고르시오,그는 음식을 (꿀꺽) 삼켰다.,천천히 씹었다,"꿀꺽 삼키는 것은 한꺼번에 많이 넘기는 것을 의미하며, 잘게 썰거나 천천히 씹는 것은 반대의 뜻입니다.",QT01,PL01,PT01,PT0112,"{'options': ['잘게 썰었다', '천천히 씹었다', '흘렸다', '비워두었다']}",2024-09-24T10:05:08.003283,2024-09-24T10:05:08.003283
다음 문장의 괄호친 단어와 유의어를 고르시오,(끝)까지 열심히 하자!,마지막,"끝의 유의어는 마지막으로, 두 단어 모두 어떤 일이 완전히 완료된 상태를 의미하기 때문입니다.",QT01,PL01,PT01,PT0112,"{'options': ['시작', '중간', '마지막', '앞']}",2024-09-24T10:05:08.003283,2024-09-24T10:05:08.003283
다음 문장의 괄호친 단어와 유의어를 고르시오,(나이)는 사람이나 동식물이 살아온 햇수입니다.,연령,"나이는 사람의 연령을 의미하는 단어로, 유의어인 '연령'이 가장 적합합니다.",QT01,PL01,PT01,PT0112,"{'options': ['세월', '시기', '연령', '시간']}",2024-09-24T10:05:08.003283,2024-09-24T10:05:08.003283
다음 문장의 괄호친 단어와 반의어를 고르시오,이 나무는 아주 (낮다).,높다,"낮다의 반의어는 높다로, 나무의 높이가 낮지 않은 상태를 나타냅니다.",QT01,PL01,PT01,PT0112,"{'options': ['짧다', '높다', '가벼운', '좁은']}",2024-09-24T10:05:08.004284,2024-09-24T10:05:08.004284
다음 문장의 괄호친 단어와 유의어를 고르시오,(냄새나는) 생선을 버렸어요,악취가 나는,악취가 나는 것은 냄새나는 것과 같은 의미입니다.,QT01,PL01,PT01,PT0112,"{'options': ['향긋한', '신선한', '악취가 나는', '아름다운']}",2024-09-24T10:05:08.004284,2024-09-24T10:05:08.004284
다음 문장의 괄호친 단어와 반의어를 고르시오,너희 모두가 (즐거운) 시간을 보내길 바라.,슬픈,"즐거운의 반의어는 슬픈으로, 즐거움과 반대되는 감정을 나타냅니다.",QT01,PL01,PT01,PT0112,"{'options': ['슬픈', '행복한', '재미있는', '편안한']}",2024-09-24T10:05:08.004284,2024-09-24T10:05:08.004284
다음 문장의 괄호친 단어와 유의어를 고르시오,(넘어지다) 친구가 자전거에서 넘어졌어요.,쓰러지다,넘어지다와 쓰러지다는 비슷한 의미를 갖고 있습니다.,QT01,PL01,PT01,PT0112,"{'options': ['쓰러지다', '서다', '걸어가다', '달리다']}",2024-09-24T10:05:08.004284,2024-09-24T10:05:08.004284
다음 문장의 괄호친 단어와 유의어를 고르시오,(노래)를 부르며 기분이 좋았어요.,음악,노래는 가사와 곡조가 결합된 음악의 한 형태이기 때문에 유의어로 '음악'이 적합합니다.,QT01,PL01,PT01,PT0112,"{'options': ['음악', '책', '그림', '춤']}",2024-09-24T10:05:08.004284,2024-09-24T10:05:08.004284
다음 문장에서 괄호친 단어와 유의어를 고르시오,친구들과 (놀이)를 하며 즐거운 시간을 보내요.,게임,"놀이란 즐겁게 하는 활동을 의미하므로, 그것과 비슷한 의미의 '게임'이 정답입니다.",QT01,PL01,PT01,PT0112,"{'options': ['게임', '공부', '일', '잠']}",2024-09-24T10:05:08.004284,2024-09-24T10:05:08.004284
다음 문장의 괄호친 단어와 유의어를 고르시오,(놀이터)에서 친구들과 함께 재밌게 놀았어요,게임장,"놀이터는 주로 아이들이 노는 장소로, 게임장이 이와 같은 의미로 사용될 수 있습니다.",QT01,PL01,PT01,PT0112,"{'options': ['게임장', '학교', '공원', '주택']}",2024-09-24T10:05:08.004284,2024-09-24T10:05:08.004284
다음 문장에서 괄호친 단어와 반의어를 고르시오,(다치지 않은) 사람은 조심해야 해요.,상처를 입은,다치지 않은 사람의 반대 개념은 상처를 입은 사람입니다.,QT01,PL01,PT01,PT0112,"{'options': ['상처를 입은', '안전한', '무사한', '편안한']}",2024-09-24T10:05:08.005284,2024-09-24T10:05:08.005284
다음 문장의 괄호친 단어와 반의어를 고르시오,이 방은 너무 (더럽다).,깨끗하다,깨끗하다는 더럽다의 반대 의미입니다.,QT01,PL01,PT01,PT0112,"{'options': ['깨끗하다', '어두운', '시끄러운', '고요한']}",2024-09-24T10:05:08.005284,2024-09-24T10:05:08.005284
다음 문장의 괄호친 단어와 유의어를 고르시오,나는 공을 (던졌다).,내던졌다,‘던졌다’와 같은 의미로 물건을 다른 곳으로 내보내는 행동을 나타냅니다.,QT01,PL01,PT01,PT0112,"{'options': ['잡았다', '던지지 않았다', '내던졌다', '보았다']}",2024-09-24T10:05:08.005284,2024-09-24T10:05:08.005284
다음 문장의 괄호친 단어와 유의어를 고르시오,(도깨비) 같은 존재가 있다면 재미있을 것 같아요.,마귀,도깨비는 잡된 귀신의 하나로서 마귀와 유사한 개념입니다.,QT01,PL01,PT01,PT0112,"{'options': ['정령', '인형', '사람', '마귀']}",2024-09-24T10:05:08.005284,2024-09-24T10:05:08.005284
다음 문장에서 괄호친 단어와 유의어를 고르시오,(도둑)은 남의 물건을 훔치는 사람입니다.,범죄자,도둑과 범죄자는 물건을 훔치는 나쁜 행동을 하는 사람을 뜻하므로 유사한 의미를 가집니다.,QT01,PL01,PT01,PT0112,"{'options': ['범죄자', '친구', '소중한 사람', '도움이 되는 사람']}",2024-09-24T10:05:08.005284,2024-09-24T10:05:08.005284
다음 문장의 괄호친 단어와 유의어를 고르시오,그는 원을 그리며 (돌았다).,움직였다,"돌다와 유사한 의미를 가진 단어는 움직이다로, 움직이는 것을 뜻합니다.",QT01,PL01,PT01,PT0112,"{'options': ['움직였다', '멈췄다', '내려갔다', '올라갔다']}",2024-09-24T10:05:08.005284,2024-09-24T10:05:08.005284
다음 문장의 괄호친 단어와 유의어를 고르시오,오늘은 날씨가 (따뜻하다).,포근하다,‘따뜻하다’와 유사한 의미인 '포근하다'는 기온이 적당히 높고 편안한 느낌을 주기 때문입니다.,QT01,PL01,PT01,PT0112,"{'options': ['시원하다', '뜨겁다', '포근하다', '춥다']}",2024-09-24T10:05:08.006284,2024-09-24T10:05:08.006284
다음 문장의 괄호친 단어와 유의어를 고르시오,(뚜껑)을 열고 물건을 꺼냈어요.,덮개,"뚜껑은 그릇이나 상자를 덮는 물건으로, 덮개는 같은 뜻입니다.",QT01,PL01,PT01,PT0112,"{'options': ['덮개', '바닥', '상자', '내용물']}",2024-09-24T10:05:08.006284,2024-09-24T10:05:08.006284
다음 문장의 괄호친 단어와 반의어를 고르시오,물이 (뜨겁다) 보니 조심해야 해요.,차갑다,"뜨겁다의 반의어는 차갑다로, 온도가 낮다는 뜻입니다.",QT01,PL01,PT01,PT0112,"{'options': ['차갑다', '흔들리다', '많다', '작다']}",2024-09-24T10:05:08.006284,2024-09-24T10:05:08.006284
다음 문장에서 괄호 친 단어와 유의어를 고르시오,이 고추는 매우 (맵다).,알알하다,고추의 맛이 알알한 것은 맵다는 의미와 비슷하기 때문입니다.,QT01,PL01,PT01,PT0112,"{'options': ['달콤하다', '신맛이 나다', '알알하다', '짠맛이 나다']}",2024-09-24T10:05:08.006284,2024-09-24T10:05:08.006284
다음 문장의 괄호친 단어와 유의어를 고르시오,자동차가 도로에서 (멈추다),정지하다,"‘멈추다’는 움직임이나 동작이 그치는 것을 의미하며, ‘정지하다’와 같은 뜻입니다.",QT01,PL01,PT01,PT0112,"{'options': ['정지하다', '가속하다', '달리다', '회전하다']}",2024-09-24T10:05:08.007286,2024-09-24T10:05:08.007286
다음 문장에서 괄호친 단어와 유의어를 고르시오,모든 손님이 (모두) 떠났습니다.,전부,모두의 의미는 전부와 같아서 정답은 1번입니다.,QT01,PL01,PT01,PT0112,"{'options': ['전부', '일부', '아무도', '개별']}",2024-09-24T10:05:08.007286,2024-09-24T10:05:08.007286
다음 문장의 괄호친 단어와 반의어를 고르시오,나는 그 이야기를 (모른다).,알다,"반의어는 '모른다'와 반대의 의미로, '알다'는 이해하고 인식하는 것을 뜻합니다.",QT01,PL01,PT01,PT0112,"{'options': ['알다', '잊다', '생각하다', '전달하다']}",2024-09-24T10:05:08.007286,2024-09-24T10:05:08.007286
다음 문장에서 괄호친 단어와 유의어를 고르시오,(무서운) 괴물 이야기를 들었어요,끔찍한,"무섭다의 유의어는 끔찍하다로, 두 단어 모두 두려움을 느끼게 하는 의미를 가지고 있습니다.",QT01,PL01,PT01,PT0112,"{'options': ['달콤한', '끔찍한', '귀여운', '아름다운']}",2024-09-24T10:05:08.007286,2024-09-24T10:05:08.007286
다음 문장의 괄호친 단어와 유의어를 고르시오,물이 (소중한) 자원입니다.,귀한,물은 생존에 꼭 필요하고 가치 있는 자원이기 때문에 '소중한'과 유사한 의미를 가진 '귀한'이 정답입니다.,QT01,PL01,PT01,PT0112,"{'options': ['귀한', '쓸모없는', '낡은', '흔한']}",2024-09-24T10:05:08.007286,2024-09-24T10:05:08.007286
다음 문장의 괄호친 단어와 유의어를 고르시오,(미안한) 마음이 들어서 사과했어요,자책하는,미안한 마음은 자책하는 마음과 비슷한 의미이기 때문에 유의어로 선택되었습니다.,QT01,PL01,PT01,PT0112,"{'options': ['필요 없는', '자책하는', '고마운', '즐거운']}",2024-09-24T10:05:08.007286,2024-09-24T10:05:08.007286
다음 문장의 괄호친 단어와 유의어를 고르시오,그녀는 옷을 (바꾸었다).,변경했다,"바꾸다의 의미는 원래 있던 것을 없애고 다른 것으로 채워 넣는 것이므로, 변경했다가 유의어입니다.",QT01,PL01,PT01,PT0112,"{'options': ['변경했다', '저장했다', '구입했다', '직접 만들었다']}",2024-09-24T10:05:08.007286,2024-09-24T10:05:08.007286
다음 문장의 괄호친 단어와 유의어를 고르시오,(반짝반짝) 빛나는 별을 보았어요.,아주 밝고 빛나는,반짝반짝은 작은 빛이 잠깐 나타나는 모양이므로 '아주 밝고 빛나는'이 유의어로 적합합니다.,QT01,PL01,PT01,PT0112,"{'options': ['아주 밝고 빛나는', '어두운', '무거운', '작고 소중한']}",2024-09-24T10:05:08.007286,2024-09-24T10:05:08.007286
다음 문장의 괄호친 단어와 유의어를 고르시오,(방학) 동안 가족과 여행을 갔어요.,수업이 없는 기간,방학은 수업이 없는 기간을 의미하므로 유의어는 '수업이 없는 기간'입니다.,QT01,PL01,PT01,PT0112,"{'options': ['수업이 없는 기간', '학교에 가는 날', '공부하는 시간', '운동하는 날']}",2024-09-24T10:05:08.008284,2024-09-24T10:05:08.008284
다음 문장의 괄호친 단어와 반의어를 고르시오,나는 배가 고파서 (너무) 참을 수 없었어요.,조금,너무의 반의어는 적은 정도를 의미하는 '조금'입니다.,QT01,PL01,PT01,PT0112,"{'options': ['조금', '약간', '매우', '무척']}",2024-09-24T10:05:08.008284,2024-09-24T10:05:08.008284
다음 문장의 괄호친 단어와 유의어를 고르시오,(배부른) 느낌이 들어서 더 이상 먹고 싶지 않아요,충분히 먹은,"배부르다는 더 이상 먹을 필요가 없다는 뜻으로, 충분히 먹은과 같은 의미입니다.",QT01,PL01,PT01,PT0112,"{'options': ['배가 고픈', '먹고 싶은', '충분히 먹은', '배가 아픈']}",2024-09-24T10:05:08.008284,2024-09-24T10:05:08.008284
다음 문장의 괄호친 단어와 유의어를 고르시오,나는 (베개) 위에 머리를 얹었습니다.,쿠션,베개는 머리를 괴는 물건이므로 쿠션과 의미가 비슷합니다.,QT01,PL01,PT01,PT0112,"{'options': ['이불', '쿠션', '매트', '담요']}",2024-09-24T10:05:08.008284,2024-09-24T10:05:08.008284
다음 문장의 괄호친 단어와 유의어를 고르시오,나는 (부엌)에서 저녁을 만들어요.,주방,"부엌은 음식을 만드는 곳으로, 주방이라는 단어와 같은 의미입니다.",QT01,PL01,PT01,PT0112,"{'options': ['주방', '욕실', '거실', '창고']}",2024-09-24T10:05:08.008284,2024-09-24T10:05:08.008284
다음 문장의 괄호친 단어와 반의어를 고르시오,불이 (꺼지)면 방이 어두워져요.,밝아지,불이 꺼지면 어두워지므로 반대의 뜻은 불이 밝아지는 것입니다.,QT01,PL01,PT01,PT0112,"{'options': ['밝아지', '재우다', '울리다', '생기다']}",2024-09-24T10:05:08.008284,2024-09-24T10:05:08.008284
다음 문장의 괄호친 단어와 유의어를 고르시오,(빨간색) 사과가 예뻐요,붉은색,빨간색과 같은 의미인 붉은색이 정답입니다.,QT01,PL01,PT01,PT0112,"{'options': ['푸른색', '노란색', '붉은색', '하얀색']}",2024-09-24T10:05:08.009286,2024-09-24T10:05:08.009286
다음 문장의 괄호친 단어와 유의어를 고르시오,그 꽃은 매우 (빨갛다).,붉다,"빨갛다는 색깔을 나타내는 말로, 붉다는 그와 같은 의미로 유의어입니다.",QT01,PL01,PT01,PT0112,"{'options': ['푸르다', '하얗다', '붉다', '노랗다']}",2024-09-24T10:05:08.009286,2024-09-24T10:05:08.009286
다음 문장의 괄호친 단어와 유의어를 고르시오,(사람)은 생각하고 언어를 사용하는 동물이다.,인간,"사람의 유의어는 '인간'으로, 같은 의미를 가지고 있습니다.",QT01,PL01,PT01,PT0112,"{'options': ['인간', '동물', '식물', '물체']}",2024-09-24T10:05:08.009286,2024-09-24T10:05:08.009286
다음 문장의 괄호친 단어와 반의어를 고르시오,(사랑)하는 마음을 전하려고 해요,미움,"사랑은 소중히 여기는 마음이며, 그 반대는 미움입니다.",QT01,PL01,PT01,PT0112,"{'options': ['미움', '우정', '친절', '존경']}",2024-09-24T10:05:08.009286,2024-09-24T10:05:08.009286
다음 문장의 괄호친 단어와 유의어를 고르시오,(사랑하는) 사람에게 선물을 줬어요,아껴주는,사랑하다의 의미는 어떤 사람이나 존재를 몹시 아끼고 귀중히 여기는 것이므로 '아껴주는'이 유의어입니다.,QT01,PL01,PT01,PT0112,"{'options': ['아껴주는', '싫어하는', '무관심한', '보내는']}",2024-09-24T10:05:08.009286,2024-09-24T10:05:08.009286
다음 문장의 괄호친 단어와 유의어를 고르시오,나는 (색연필)로 그림을 그렸어요.,크레용,색연필과 유사하게 색깔로 그림을 그리는 도구인 크레용이 유의어입니다.,QT01,PL01,PT01,PT0112,"{'options': ['물감', '크레용', '펜', '종이']}",2024-09-24T10:05:08.009286,2024-09-24T10:05:08.009286
다음 문장의 괄호친 단어와 유의어를 고르시오,(생선)은 맛있고 신선한 음식이에요.,물고기,"생선은 물고기를 뜻하는 단어로, 유의어인 '물고기'와 같은 의미를 가지고 있습니다.",QT01,PL01,PT01,PT0112,"{'options': ['물고기', '고기', '과일', '채소']}",2024-09-24T10:05:08.009286,2024-09-24T10:05:08.009286
다음 문장의 괄호친 단어와 유의어를 고르시오,(생일잔치)에서 친구들과 함께 케이크를 나누었어요.,파티,생일잔치는 친구들과 함께 모여 즐기는 파티와 같은 의미를 가지고 있습니다.,QT01,PL01,PT01,PT0112,"{'options': ['파티', '혼자', '슬픔', '여행']}",2024-09-24T10:05:08.009286,2024-09-24T10:05:08.009286
다음 문장에서 괄호친 단어와 유의어를 고르시오,이 문제는 (쉽다).,간단하다,"쉽다는 하기가 까다롭거나 힘들지 않다는 뜻으로, 간단하다와 같은 의미이다.",QT01,PL01,PT01,PT0112,"{'options': ['간단하다', '어렵다', '복잡하다', '지루하다']}",2024-09-24T10:05:08.010297,2024-09-24T10:05:08.010297
다음 문장의 괄호친 단어와 반의어를 고르시오,(슬픈) 영화를 봤어요.,재미있는,슬픈과 반대되는 의미인 재미있는을 선택했기 때문에 정답입니다.,QT01,PL01,PT01,PT0112,"{'options': ['우울한', '재미있는', '고통스러운', '허전한']}",2024-09-24T10:05:08.010297,2024-09-24T10:05:08.010297
다음 문장의 괄호친 단어와 유의어를 고르시오,오늘 날씨가 정말 (시원하다).,서늘하다,시원하다와 같은 뜻을 가진 단어는 서늘하다입니다.,QT01,PL01,PT01,PT0112,"{'options': ['덥다', '서늘하다', '춥다', '더운']}",2024-09-24T10:05:08.010297,2024-09-24T10:05:08.010297
다음 문장의 괄호친 단어와 유의어를 고르시오,(식탁)에서 가족과 함께 저녁을 먹었습니다.,탁자,"식탁은 음식을 차려 놓는 탁자라는 의미로, 유의어인 '탁자'가 정답입니다.",QT01,PL01,PT01,PT0112,"{'options': ['탁자', '의자', '책상', '선반']}",2024-09-24T10:05:08.010297,2024-09-24T10:05:08.010297
다음 문장의 괄호친 단어와 유의어를 고르시오,오늘은 정말 (신나는) 하루였다.,즐겁고 기쁜,신나는 것은 즐겁고 기쁜 느낌과 같은 의미이기 때문입니다.,QT01,PL01,PT01,PT0112,"{'options': ['즐겁고 기쁜', '슬프고 우울한', '지루하고 반복적인', '복잡하고 어려운']}",2024-09-24T10:05:08.010297,2024-09-24T10:05:08.010297
다음 문장의 괄호친 단어와 유의어를 고르시오,"(심심하다) 보니, 할 일이 너무 없었다.",따분하다,"심심하다의 의미는 지루하고 재미가 없다는 뜻으로, '따분하다'와 유의어이다.",QT01,PL01,PT01,PT0112,"{'options': ['따분하다', '재미있다', '즐겁다', '신나다']}",2024-09-24T10:05:08.010297,2024-09-24T10:05:08.010297
다음 문장에서 괄호친 단어와 반의어를 고르시오,내가 (아픈) 손목을 치료받고 있어요.,건강한,"아픈의 반의어는 건강한으로, 건강한 상태는 아프지 않음을 의미합니다.",QT01,PL01,PT01,PT0112,"{'options': ['단단한', '기쁜', '건강한', '차가운']}",2024-09-24T10:05:08.011285,2024-09-24T10:05:08.011285
다음 문장의 괄호친 단어와 유의어를 고르시오,(어린이)는 재미있는 이야기를 좋아해요,어린아이,"어린이는 어린아이와 같은 의미로, 동일한 개념을 나타냅니다.",QT01,PL01,PT01,PT0112,"{'options': ['어린아이', '어른', '학생', '사람']}",2024-09-24T10:05:08.011285,2024-09-24T10:05:08.011285
다음 문장의 괄호친 단어와 유의어를 고르시오,(언니)는 나보다 나이가 많은 여자 형제입니다.,자매,언니는 '자매'와 관련된 단어로 같은 의미를 지닌다.,QT01,PL01,PT01,PT0112,"{'options': ['형', '오빠', '동생', '자매']}",2024-09-24T10:05:08.012302,2024-09-24T10:05:08.012302
다음 문장의 괄호친 단어와 유의어를 고르시오,(엄마)와 함께 놀아요,어머니,"엄마는 어머니를 부르는 말의 하나로, 동일한 뜻을 가지고 있습니다.",QT01,PL01,PT01,PT0112,"{'options': ['어머니', '친구', '선생님', '형님']}",2024-09-24T10:05:08.012302,2024-09-24T10:05:08.012302
다음 문장의 괄호친 단어와 유의어를 고르시오,(엉엉) 울며 소리를 질렀다,크게 울다,"엉엉은 크게 우는 소리이므로, 유의어는 '크게 울다'입니다.",QT01,PL01,PT01,PT0112,"{'options': ['작다', '크게 울다', '조용히 웃다', '찬란하다']}",2024-09-24T10:05:08.012302,2024-09-24T10:05:08.012302
다음 문장의 괄호친 단어와 유의어를 고르시오,나는 책을 읽기 위해 (엎드렸다).,누워서,"엎드리다는 배를 바닥에 붙이거나 길게 뻗는 행동을 의미하므로, 누워서와 유의어이다.",QT01,PL01,PT01,PT0112,"{'options': ['누워서', '앉아서', '서서', '걸으면서']}",2024-09-24T10:05:08.012302,2024-09-24T10:05:08.012302
다음 문장의 괄호친 단어와 유의어를 고르시오,여름은 (더운) 계절입니다.,뜨거운,여름은 일반적으로 날씨가 더운 계절이기 때문에 '뜨거운'이 유의어로 적합합니다.,QT01,PL01,PT01,PT0112,"{'options': ['차가운', '뜨거운', '시원한', '춥지 않은']}",2024-09-24T10:05:08.012302,2024-09-24T10:05:08.012302
다음 문장의 괄호친 단어와 반의어를 고르시오,(연필)을 사용해서 그림을 그렸어요.,펜,"연필의 반의어는 펜입니다. 연필은 지우고 다시 쓸 수 있지만, 펜은 주로 한 번 쓰고 지우기 어려운 도구입니다.",QT01,PL01,PT01,PT0112,"{'options': ['지우개', '펜', '종이', '가위']}",2024-09-24T10:05:08.012302,2024-09-24T10:05:08.012302
다음 문장의 괄호친 단어와 유의어를 고르시오,저 바비 인형은 너무 (예쁘다).,아름답다,예쁘다는 아름답다는 뜻이 같아서 유의어입니다.,QT01,PL01,PT01,PT0112,"{'options': ['아름답다', '못생기다', '희한하다', '어색하다']}",2024-09-24T10:05:08.012302,2024-09-24T10:05:08.012302
다음 문장의 괄호친 단어와 유의어를 고르시오,(이불)은 따뜻하게 덮고 자는 것입니다.,담요,"이불은 따뜻하게 덮고 자는 침구로, 담요와 비슷한 용도로 사용되므로 유의어입니다.",QT01,PL01,PT01,PT0112,"{'options': ['담요', '바닥', '의자', '창문']}",2024-09-24T10:05:08.013284,2024-09-24T10:05:08.013284
다음 문장의 괄호친 단어와 유의어를 고르시오,이 친구는 너무 (작다).,아담한,"작다는 대체로 작은 크기를 의미하므로, '아담한'이 비슷한 뜻을 가지고 있습니다.",QT01,PL01,PT01,PT0112,"{'options': ['커다란', '아담한', '욱이의', '많은']}",2024-09-24T10:05:08.014284,2024-09-24T10:05:08.014284
다음 문장의 괄호친 단어와 유의어를 고르시오,(장난감)은 아이들이 가지고 노는 여러 가지 물건이에요.,완구,장난감과 같은 뜻을 가진 단어는 '완구'입니다.,QT01,PL01,PT01,PT0112,"{'options': ['선물', '놀이기구', '놀이', '완구']}",2024-09-24T10:05:08.014284,2024-09-24T10:05:08.014284
다음 문장의 괄호친 단어와 유의어를 고르시오,(재미있는) 이야기를 들려줄게.,즐겁고 신나는,재미와 즐겁고 신나는 것은 비슷한 의미를 가지므로 유의어입니다.,QT01,PL01,PT01,PT0112,"{'options': ['즐겁고 신나는', '어두운', '지루한', '어렵고 복잡한']}",2024-09-24T10:05:08.014284,2024-09-24T10:05:08.014284
다음 문장의 괄호친 단어와 유의어를 고르시오,(재미없는) 놀이였어요,지루한,재미없는 것과 유사한 의미의 단어는 지루한입니다.,QT01,PL01,PT01,PT0112,"{'options': ['신나는', '지루한', '즐거운', '흥미로운']}",2024-09-24T10:05:08.014284,2024-09-24T10:05:08.014284
다음 문장의 괄호친 단어와 유의어를 고르시오,(재미있는) 이야기를 들려줄게요,신나는,"‘재미있는’의 유의어는 ‘신나는’으로, 둘 다 즐겁고 흥미로운 느낌을 줍니다.",QT01,PL01,PT01,PT0112,"{'options': ['신나는', '지루한', '어려운', '무엇이든지']}",2024-09-24T10:05:08.014284,2024-09-24T10:05:08.014284
다음 문장의 괄호친 단어와 유의어를 고르시오,(접시) 위에 음식을 담아주세요,그릇,접시는 음식이나 반찬을 담는 그릇을 의미하므로 유사한 의미인 '그릇'이 정답입니다.,QT01,PL01,PT01,PT0112,"{'options': ['그릇', '컵', '주전자', '포크']}",2024-09-24T10:05:08.015284,2024-09-24T10:05:08.015284
다음 문장의 괄호친 단어와 반의어를 고르시오,(짧은) 나무막대기를 찾았어요,긴,짧은의 반의어는 '긴'입니다.,QT01,PL01,PT01,PT0112,"{'options': ['긴', '굵은', '부드러운', '새로운']}",2024-09-24T10:05:08.015284,2024-09-24T10:05:08.015284
다음 문장의 괄호친 단어와 유의어를 고르시오,(착한) 아이는 친구들에게 친절해요,상냥한,착한의 유의어는 상냥한입니다. 둘 다 마음씨가 고운 의미를 가지고 있습니다.,QT01,PL01,PT01,PT0112,"{'options': ['악한', '상냥한', '무뚝뚝한', '차가운']}",2024-09-24T10:05:08.015284,2024-09-24T10:05:08.015284
다음 문장의 괄호친 단어와 유의어를 고르시오,(책상) 위에 공책이 놓여 있다,테이블,책상은 물건을 놓고 사용하는 가구의 일종으로 테이블과 같은 의미로 사용됩니다.,QT01,PL01,PT01,PT0112,"{'options': ['의자', '테이블', '책', '연필']}",2024-09-24T10:05:08.016284,2024-09-24T10:05:08.016284
다음 문장의 괄호친 단어와 유의어를 고르시오,(천천히) 걸어가세요.,느리게,천천히와 같은 의미로 '느리게'는 움직임이 급하지 않다는 뜻을 가지고 있기 때문입니다.,QT01,PL01,PT01,PT0112,"{'options': ['빨리', '느리게', '재빨리', '앞서']}",2024-09-24T10:05:08.016284,2024-09-24T10:05:08.016284
