isbn,textID,classification,text,imageFile,imageCaption,word_count,word_avg,word_hard,length,Cluster,Difficulty_Level
9788960161573,59742,의사소통,"계산도 저에게 맡겨 주세요. 그동안 모은 용돈을 아빠를 위해 쓸 거예요. 아빠를 도와 페인트칠도 할 거예요. 제 솜씨가 어때요, 아빠? 이 정도면 훌륭하지요?",https://eglubucket.s3.amazonaws.com/images/03_01T_01S_9788960161573_59742.jpg,아빠가 슈퍼마켓에서 구매한 페인트를 계산하고 있습니다.,23.0,3.0,5.0,88.0,0,1
9788960161573,59804,의사소통,아빠와 함께 밤을 보낼 텐트도 제가 칠게요. 조금 어렵지만 저 혼자 할 수 있어요. 그런데 이상해요. 오늘 하루 종일 아빠를 위해 일했는데 아빠는 하나도 기뻐 보이지 않아요. 아무래도 나는 아직 배울 것이 많은가 봐요.,https://eglubucket.s3.amazonaws.com/images/03_01T_01S_9788960161573_59804.jpg,아빠는 늦은 밤까지 말뚝을 박으며 텐트를 치고 있습니다.,34.0,2.142857142857143,5.0,122.0,0,1
9788960161573,68239,의사소통,쓰레기를 내다 버리는 일도 저에게 맡겨 주세요. 조금 무겁기는 하지만 저 혼자서 할 수 있어요. 영차영차! 강아지 목욕도 제가 시킬게요. 보글보글 거품을 내어 구석구석 잘 씻겨 줄 거예요.,https://eglubucket.s3.amazonaws.com/images/03_01T_01S_9788960161573_68239.jpg,남자아이가 욕조 안에서 거품을 내며 강아지를 씻기고 있어요.,28.0,2.1666666666666665,3.0,105.0,0,1
9788960161573,68246,의사소통,쓰레기를 내다 버리는 일도 저에게 맡겨 주세요. 조금 무겁기는 하지만 저 혼자서 할 수 있어요. 영차영차! 강아지 목욕도 제가 시킬게요. 보글보글 거품을 내어 구석구석 잘 씻겨 줄 거예요.,https://eglubucket.s3.amazonaws.com/images/03_01T_01S_9788960161573_68246.jpg,아빠는 바닥에 어지럽게 흩어져 있는 쓰레기를 보고 계셔요.,28.0,2.1666666666666665,3.0,105.0,0,1
9788960161580,69041,의사소통,그런데 그 말을 뿡뿡이가 듣고 말았어요! '레오 오빠 말이 맞아. 아무도 날 사랑해 주지 않을 거야.' 뿡뿡이는 모두가 잠이 들면 떠나야겠다고 생각했어요.,https://eglubucket.s3.amazonaws.com/images/03_01T_01S_9788960161580_69041.jpg,뿡뿡이는 레오 오빠의 말을 생각하며 엎드려서 속상해하고 있습니다.,22.0,2.0,2.0,86.0,0,1
9788960161580,69046,의사소통,"레오와 뿡뿡이는 힘을 합쳐 구덩이를 빠져나왔어요. 그리고 무서운 늑대를 조심하며 엄마 아빠가 있는 곳으로 돌아왔지요. 다음 날 아침, 별난 가족은 숲을 빠져나왔어요. 그리고 바다를 건너기 위해 열기구를 탔지요. 레오와 뿡뿡이는 신이 나서 노래를 불렀어요.",https://eglubucket.s3.amazonaws.com/images/03_01T_01S_9788960161580_69046.jpg,뿡뿡이는 구덩이를 빠져나오기 위해 나무뿌리를 잡고 있는 레오를 도와주고 있습니다.,34.0,2.5,5.0,142.0,0,1
9788960161580,69047,의사소통,드디어 초원에 도착했어요. 별난 가족의 집은 뿡뿡이를 환영하기 위해 모인 동물 친구들로 북적였어요. 초원에 사는 심술꾸러기 늑대만 빼고 말이에요.,https://eglubucket.s3.amazonaws.com/images/03_01T_01S_9788960161580_69047.jpg,초원에 도착한 별난 가족의 집에 동물 친구들이 뿡뿡이를 환영하기 위해 모여 있습니다.,19.0,3.0,5.0,81.0,0,1
9788960161580,69048,의사소통,드디어 초원에 도착했어요. 별난 가족의 집은 뿡뿡이를 환영하기 위해 모인 동물 친구들로 북적였어요. 초원에 사는 심술꾸러기 늑대만 빼고 말이에요.,https://eglubucket.s3.amazonaws.com/images/03_01T_01S_9788960161580_69048.jpg,초원에 사는 심술꾸러기 늑대는 홀로 하늘을 보며 밧줄로 꽁꽁 묶여 앉아있습니다.,19.0,3.0,5.0,81.0,0,1
9788960161597,63110,의사소통,"그런데 이제 모든 것이 달라졌어요. 남동생 다니엘이 태어났기 때문이에요. 이제 엄마 아빠는 다니엘을 ‘아가’라고 부르고, 나에게는 누나가 되었다며 축하해 주었어요. 누나가 된다는 게 뭘까요? 나는 기분이 이상했어요.",https://eglubucket.s3.amazonaws.com/images/03_01T_01S_9788960161597_63110.jpg,엄마 아빠는 이제 막 태어난 남동생 다니엘을 안고 아가라고 불렀습니다.,27.0,3.2,5.0,120.0,0,1
9788960161597,63139,의사소통,"다니엘이 젖을 다 먹은 뒤에야 엄마는 내 그릇과 우유병을 꺼내주었어요. “엄마는 케이트가 잘 참고 기다려줘서 자랑스럽구나.”엄마가 말했어요. 나는 기다리는 것은 싫었지만, 왠지 어른이 된 기분이 들어 좋았어요.",https://eglubucket.s3.amazonaws.com/images/03_01T_01S_9788960161597_63139.jpg,엄마가 내 그릇과 우유병을 꺼내주며 내가 자랑스럽다고 말했습니다.,27.0,1.5,2.0,117.0,0,1
9788960161597,63164,의사소통,"엄마가 시장에 가신 토요일, 나는 아빠와 함께 식사 준비를 했어요. 아빠가 다니엘의 기저귀를 갈아줄 때, 나는 다니엘에게 우스꽝스러운 표정을 지어 보이며 장난을 쳤어요. “우리 케이트, 정말 멋진 누나인걸? 다니엘이 누나 덕분에 웃는구나!”",https://eglubucket.s3.amazonaws.com/images/03_01T_01S_9788960161597_63164.jpg,"아빠가 다니엘의 기저귀를 갈아줄 때, 케이트는 다니엘에게 장난을 쳤습니다.",32.0,1.75,2.0,134.0,0,1
9788960161597,63169,의사소통,"아빠는 내 이마에 뽀뽀를 하며 말했어요. 오늘 아침에는 할머니에게서 전화가 왔어요. “할머니께서 과자를 구우신다고 하는데, 누가 도와주겠니?” 아빠가 말했어요.",https://eglubucket.s3.amazonaws.com/images/03_01T_01S_9788960161597_63169.jpg,할머니에게 전화가 와서 과자를 굽는데 도와줄 사람을 찾으셨습니다.,19.0,3.0,5.0,89.0,0,1
9788960161597,63196,의사소통,다니엘은 도와드릴 수 없을 거예요. 아직 아가니까요. 하지만 나라면 할 수 있지요. 나는 이제 의젓한 누나니까요.,https://eglubucket.s3.amazonaws.com/images/03_01T_01S_9788960161597_63196.jpg,다니엘 대신에 누나가 내가 할머니를 도와드리러 가기로 해서 할머니가 나를 데리러 오셨습니다.,16.0,5.0,5.0,63.0,0,1
9788960161603,56749,의사소통,동생이 내 장난감을 달라고 졸라요. 그래서 나는 동생과 함께 장난감을 가지고 놀았어요. 동생이 심심해하며 칭얼대요. 그래서 나는 동생과 함께 숨바꼭질 놀이를 했어요.,https://eglubucket.s3.amazonaws.com/images/03_01T_01S_9788960161603_56749.jpg,나는 놀이방에서 동생과 사이좋게 장난감을 가지고 놀아요.,22.0,2.5,3.0,92.0,0,1
9788960161603,56789,의사소통,동생이 낮잠을 잘 시간이에요. 그래서 나는 동생이 깨지 않도록 내 방에서 조용히 낮잠을 잤어요. 동생은 차 타는 걸 좋아하지 않아요. 그래서 나는 동생이 불안하지 않게 노래를 불러주었어요.,https://eglubucket.s3.amazonaws.com/images/03_01T_01S_9788960161603_56789.jpg,차 타는 걸 좋아하지 않는 동생이 차를 타자 얼굴이 일그러졌어요.,27.0,2.4,3.0,105.0,0,1
9788960161603,56821,의사소통,동생이 유모차에서 내리고 싶어 해요. 그래서 나는 동생의 손을 잡아주었어요. 동생이 놀이터에서 함께 놀고 싶어 해요. 그래서 나는 동생을 그네에 태워주었어요.,https://eglubucket.s3.amazonaws.com/images/03_01T_01S_9788960161603_56821.jpg,나는 동생과 놀이터에 가서 동생을 그네에 태우고 손으로 밀어줍니다.,21.0,2.6666666666666665,3.0,88.0,0,1
9788960161627,57917,의사소통,어느새 엄마가 먼저 쿨쿨 잠이 든 것이 아니겠어요! 게다가 코도 드르렁드르렁 골기 시작했지요. 엄마는 곧 루시의 침대를 모두 차지했어요.,https://eglubucket.s3.amazonaws.com/images/03_01T_01S_9788960161627_57917.jpg,엄마가 침대에 누워 루시보다 먼저 잠이 들어 코를 골기 시작했습니다.,19.0,1.3333333333333333,2.0,76.0,0,1
9788960161641,57646,의사소통,"동생은 정말 재미가 없어요. 구슬놀이도, 축구도, 가면놀이도 하지 못하니까요. 동생이 주로 하는 일이란 우는 일뿐이지요.",https://eglubucket.s3.amazonaws.com/images/03_01T_01S_9788960161641_57646.jpg,"동생 옆에서 가면놀이도 해보고, 축구도 해봤지만, 동생은 잠만 잡니다.",15.0,2.0,2.0,67.0,0,1
9788960161641,57863,의사소통,또 아빠처럼 아주 높은 탑도 쌓아 주었어요. 물론 이번에는 무너뜨리지 않게 아주 조심했지요. 나는 내가 좋아하는 동화책도 읽어 주었어요. 그러자 동생은 스르르 잠이 들었어요.,https://eglubucket.s3.amazonaws.com/images/03_01T_01S_9788960161641_57863.jpg,침대에 누워있는 동생에게 동화책을 읽어 주었더니 동생은 잠이 들었습니다.,24.0,3.6666666666666665,5.0,97.0,0,1
9788960161641,72722,의사소통,"동생이 집에 오던 날, 나는 무척 기뻤어요. 하지만 그 기쁨도 잠시였어요. 동생은 정말 재미가 없어요. 구슬놀이도, 축구도, 가면놀이도 하지 못하니까요. 동생이 주로 하는 일이란 우는 일뿐이지요.",https://eglubucket.s3.amazonaws.com/images/03_01T_01S_9788960161641_72722.jpg,나는 동생 토끼가 오는 것을 보고 기뻐하며 달려가고 있어요.,26.0,2.5,3.0,109.0,0,1
9788960161641,72726,의사소통,"눈이 아주 많이 내리던 어느 날, 나는 내가 만든 눈사람을 자랑하려고 아빠에게 달려갔어요. 그런데 아빠는 내 블록으로 동생에게 탑을 쌓아 주고 있었어요. “토토야, 마침 잘 왔구나. 너도 동생과 함께 놀아 주렴.”",https://eglubucket.s3.amazonaws.com/images/03_01T_01S_9788960161641_72726.jpg,토토는 본인이 만든 눈사람을 아빠에게 자랑하려고 신이 나서 달려가고 있습니다.,31.0,2.6,5.0,119.0,0,1
9788960161665,56218,의사소통,진저는 에릭의 품으로 뛰어들었어요. 그러고는 동그랗게 몸을 말고 자리를 잡았지요. 드디어 진저가 가장 편한 잠자리를 찾은 거예요!,https://eglubucket.s3.amazonaws.com/images/03_01T_01S_9788960161665_56218.jpg,아기 고양이 진저는 가장 편한 잠자리인 에릭의 품으로 뛰어들었습니다.,17.0,2.0,2.0,72.0,0,1
9788960161702,61711,의사소통,"톰과 그러피는 벌레를 찾고 있는 새를 발견했어요. “안녕, 새야.” 그러피가 반갑게 인사했어요. 하지만 새는 그러피의 작은 목소리를 듣지 못하고 날아가 버렸어요. “안 되겠어. 우리 목소리가 잘 들리도록 크게 소리 내는 걸 연습하자.” 톰이 그러피를 위로하며 말했어요.",https://eglubucket.s3.amazonaws.com/images/03_01T_01S_9788960161702_61711.jpg,날아가는 새를 뒤로 하고 톰이 울상인 그러피의 어깨를 두드리고 있어요.,36.0,1.75,3.0,150.0,0,1
9788960161702,61767,의사소통,"몰리는 톰과 그러피를 깨끗이 씻겨주고, 말려주고, 털을 빗겨주고, 상처 난 곳을 꿰매주고, 예쁜 옷을 입혀주었어요. 그날 밤, 톰과 그러피는 몰리와 함께 잠이 들었어요. 톰과 그러피는 무척 행복했어요. 몰리가 보지 않을 때는 숲에서 연습했던 표정을 짓지만요.",https://eglubucket.s3.amazonaws.com/images/03_01T_01S_9788960161702_61767.jpg,톰과 그러피 사이에 누워 이불을 덮은 몰리가 웃으면서 눈을 감았어요.,35.0,3.25,6.0,144.0,0,1
9788960161719,57976,의사소통,"아기 곰과 토끼는 함께 친구들을 찾아 나섰어요. 꽃 뒤에 숨어 있을까요? 아니면 나뭇잎 아래에 숨어 있을까요? 앗, 누군가 저쪽에 숨어 있어요! ""잡았다, 호저야!"" ""잡았다, 두더지야!""",https://eglubucket.s3.amazonaws.com/images/03_01T_01S_9788960161719_57976.jpg,아기 곰과 토끼는 친구들이 꽃 뒤에 숨어 있을까 싶어서 들여다봅니다.,25.0,1.25,2.0,105.0,0,1
9788960161719,58018,의사소통,"아기 곰과 친구들은 함께 다른 친구들을 찾아 나섰어요. 이쪽 숲속에 있을까요? 저쪽 숲속에 있을까요? 앗, 또 누군가 찾았나 봐요! ""잡았다, 오소리야!"" ""잡았다, 여우야!""",https://eglubucket.s3.amazonaws.com/images/03_01T_01S_9788960161719_58018.jpg,아기 곰이 숲속으로 다가가자 조그만 굴속에서 오소리와 여우가 함께 나왔어요.,23.0,1.75,3.0,98.0,0,1
9788960161719,58030,의사소통,"아기 곰과 친구들은 또 다른 친구들을 찾아 나섰어요. ""저기 누군가 있어!"" 두더지가 소리쳤어요. 작은 발과 복슬복슬한 꼬리가 보였어요.",https://eglubucket.s3.amazonaws.com/images/03_01T_01S_9788960161719_58030.jpg,아기 곰과 친구들이 커다란 나무 주위를 돌며 다른 친구들을 찾아 나섰습니다.,18.0,1.6666666666666667,3.0,76.0,0,1
9788960161719,58040,의사소통,"아기 곰과 친구들은 또 다른 친구들을 찾아 나섰어요. ""저기 누군가 있어!"" 두더지가 소리쳤어요. 작은 발과 복슬복슬한 꼬리가 보였어요. 나무 위에 숨은 건 누구일까요?",https://eglubucket.s3.amazonaws.com/images/03_01T_01S_9788960161719_58040.jpg,아기 곰과 친구들은 나무 위에 숨은 건 누구일까 궁금했습니다.,23.0,1.5,3.0,94.0,0,1
9788960161719,58088,의사소통,"모두 아기 곰을 따라 집에 왔어요. 아기 쥐는 폭신한 침대에 누워 곤히 잠들어 있었어요! ""쉿, 얘들아. 우리도 잘 시간이야."" 아기 곰이 말했어요.",https://eglubucket.s3.amazonaws.com/images/03_01T_01S_9788960161719_58088.jpg,아기 쥐는 폭신한 침대에 누워 이불을 덮고 곤히 잠들어 있었습니다.,22.0,1.2,2.0,83.0,0,1
