textID,text,question,answer,questionType,word_count,word_avg,word_hard,length,Cluster,Difficulty_Level
29186,조반니 안토니오 볼트라피오(1466 67 1516)는 이탈리아의 화가예요. 레오나르도 다빈치에게 그림을 배웠을 뿐만 아니라 영향을 아주 많이 받았지요. 주로 교회의 제단화나 초상화를 그렸어요.,볼트라피오는 어디서 태어났나요?,이탈리아,PT02,22.0,3.0,5.0,107.0,0,1
29186,조반니 안토니오 볼트라피오(1466 67 1516)는 이탈리아의 화가예요. 레오나르도 다빈치에게 그림을 배웠을 뿐만 아니라 영향을 아주 많이 받았지요. 주로 교회의 제단화나 초상화를 그렸어요.,볼트라피오에게 그림을 가르치고 영향을 많이 줬던 사람은 누구인가요?,레오나르도 다빈치,PT02,22.0,3.0,5.0,107.0,0,1
29185,"젊은 여인의 초상. 조반니 안토니오 볼트라피오, 15 16세기경, 스포르체스코성 고미술 박물관. 볼트라피오는 레오나르도 다빈치 제자 중 한 명이었어요.",조반니 안토니오 볼트라피오의 젊은 여인의 초상은 어디에 보관되어 있나요?,스포르체스코성 고미술 박물관,PT02,18.0,4.0,4.0,84.0,0,1
29185,"젊은 여인의 초상. 조반니 안토니오 볼트라피오, 15 16세기경, 스포르체스코성 고미술 박물관. 볼트라피오는 레오나르도 다빈치 제자 중 한 명이었어요.",조반니 안토니오 볼트라피오는 누구의 제자였었나요?,레오나르도 다빈치,PT02,18.0,4.0,4.0,84.0,0,1
29184,"음악. 구스타프 클림트, 1901년, 빈 미술사 박물관. 클림트에게 음악은 아주 중요했어요. 베토벤이나 슈베르트의 음악을 그림으로 표현할 만큼 클림트는 음악에 대한 열정을 어머니에게 물려받았어요. 또 음악을 표현할 때 오래된 악기인 리라를 연주하는 그림을 그리곤 했어요. 이 그림은 돌을 이용해서 석판화로 그리스 신화를 보는 듯하지요.",그리스 신화를 보는 듯한 구스타프 클림트의 석판화 작품은 어디에 전시하고 있나요?,빈 미술사 박물관,PT02,43.0,2.4,5.0,187.0,0,1
29184,"음악. 구스타프 클림트, 1901년, 빈 미술사 박물관. 클림트에게 음악은 아주 중요했어요. 베토벤이나 슈베르트의 음악을 그림으로 표현할 만큼 클림트는 음악에 대한 열정을 어머니에게 물려받았어요. 또 음악을 표현할 때 오래된 악기인 리라를 연주하는 그림을 그리곤 했어요. 이 그림은 돌을 이용해서 석판화로 그리스 신화를 보는 듯하지요.",클림트의 음악에 대한 열정은 누구에게 물려받았을까요?,어머니,PT02,43.0,2.4,5.0,187.0,0,1
29183,"그래서 볼트라피오의 그림을 보면 왠지 낯익게 느껴져요. 그림 속 젊은 여인의 얼굴 표정은 자연스럽고 편안해요. 또 정면을 향한 몸동작이 아주 안정적으로 보이지요. 뒷배경과 손을 놓은 위치가 조금 다르지만, 어딘지 모르게 모나리자를 떠올리게 해요.",볼트라피오의 그림을 보면 어떤 그림이 떠오르나요?,모나리자,PT02,33.0,2.142857142857143,5.0,137.0,0,1
29182,구스타프 클림트(1862 1918)는 황금빛 색채로 유명한 오스트리아의 화가예요. 전통적인 미술에 반대하면서 새로운 시도를 했지요. 사랑과 죽음을 직접적으로 묘사하는 클림트의 그림을 인정하지 않는 사람도 많았어요. 하지만 20세기 말쯤 그는 아주 인기 있는 화가가 되었어요.,구스타프 클림트의 직업은 무엇인가요?,화가,PT02,33.0,5.0,5.0,153.0,0,1
29245,"토끼. 작자 미상, 3세기경, 키프로스 파포스의 고대 유적지. 모자이크는 돌이나 유리, 조개껍데기, 타일 같은 재료를 조각조각 붙여서 만드는 작품을 말해요. 이 작품은 술과 풍요의 신 '디오니소스의 저택'에서 발견된 모자이크들 중 하나예요. 이곳은 수많은 신들을 묘사한 모자이크 바닥 장식으로 아주 유명한 곳이에요. '디오니소스의 저택'이 있는 파포스 지역은 유네스코 세계 문화유산으로 지정되어 있어요.",토끼의 작품은 어디에서 발견되었나요?,디오니소스의 저택,PT02,51.0,2.8,5.0,225.0,0,1
29291,"넵투누스의 말. 월터 크레인, 1910년, 파리 장식 미술 도서관. 로마 신화에 나오는 바다의 신 넵투누스가 말을 이끌고 달리고 있어요. 말이 파도인지 파도가 말인지 구분이 안 될 정도예요. 이 그림은 크레인의 대표작인 넵투누스의 말을 그림책 삽화로 넣기 위해 그린 거예요. 도서관에 가면이 그림이 실린 책을 찾을 수 있어요.",크레인의 넵투누스의 말은 어디에 전시되어 있나요?,파리 장식 미술 도서관,PT02,47.0,3.0,5.0,182.0,0,1
29292,"월터 크레인(1845 1915)은 영국의 판화가, 장식 예술가이자 화가예요. 가계로 생산하는 것보다 수작업에 의미를 두는 운동을 했어요. 그림뿐만 아니라 벽지, 자수, 그림책의 삽화 등 여러 분야에서 활동했어요.",크레인은 어느 나라의 예술가인가요?,영국,PT02,26.0,1.5,2.0,118.0,0,1
29188,이탈리아 한 도시의 공작 페데리코와 그의 아내 바티스타예요. 페데리코는 능력이 뛰어난 사람으로 작은 도시를 아주 크게 발전시켰어요. 그의 아내 바티스타는 젊은 나이에 세상을 떠났어요.,젊은 나이에 세상을 떠난 페데리코 아내의 이름은 무엇인가요?,아내 바티스타,PT02,24.0,4.5,5.0,102.0,0,1
29187,"그림 속 바티스타의 얼굴이 창백한 건, 살아 있을 때 그린 초상화가 아니기 때문이에요. 페데리코는 오른쪽 얼굴과 눈을 심하게 다쳤지만, 옆얼굴로 초상화를 그린 덕분에 다친 얼굴을 감출 수 있었어요. 피에로 델라프란체스카(1416 1492)는 르네상스 미술에 영향을 준 이탈리아의 화가예요.",피에로 델라프란체스카는 어느 나라의 화가인가요?,이탈리아,PT02,37.0,3.0,6.0,161.0,0,1
29187,"그림 속 바티스타의 얼굴이 창백한 건, 살아 있을 때 그린 초상화가 아니기 때문이에요. 페데리코는 오른쪽 얼굴과 눈을 심하게 다쳤지만, 옆얼굴로 초상화를 그린 덕분에 다친 얼굴을 감출 수 있었어요. 피에로 델라프란체스카(1416 1492)는 르네상스 미술에 영향을 준 이탈리아의 화가예요.",페데리코는 어디를 다쳤나요?,눈,PT02,37.0,3.0,6.0,161.0,0,1
29171,하지만 루소의 그림 속 밀림에는 실제로 존재하는 식물이 거의 없어요. 그건 어쩌면 루소의 상상 속에 존재하는 것을 그렸기 때문인지도 몰라요. 이 그림은 밀림을 그린 루소의 초기 그림이에요. 식물들이 대부분 위로 향하는 초록색 잎들로 채워져 있어요. 시간이 흐를수록 루소가 그린 밀림의 식물들은 더 아름답고 복잡하게 표현했어요.,루소는 시간이 갈수록 밀림의 식물들을 어떻게 표현했나요?,아름답고 복잡하게 표현했어요.,PT02,45.0,2.4444444444444446,4.0,182.0,0,1
29171,하지만 루소의 그림 속 밀림에는 실제로 존재하는 식물이 거의 없어요. 그건 어쩌면 루소의 상상 속에 존재하는 것을 그렸기 때문인지도 몰라요. 이 그림은 밀림을 그린 루소의 초기 그림이에요. 식물들이 대부분 위로 향하는 초록색 잎들로 채워져 있어요. 시간이 흐를수록 루소가 그린 밀림의 식물들은 더 아름답고 복잡하게 표현했어요.,밀림에 실제로 존재하는 식물이 거의 없었던 건 어떤 화가의 그림인가요?,루소,PT02,45.0,2.4444444444444446,4.0,182.0,0,1
29171,하지만 루소의 그림 속 밀림에는 실제로 존재하는 식물이 거의 없어요. 그건 어쩌면 루소의 상상 속에 존재하는 것을 그렸기 때문인지도 몰라요. 이 그림은 밀림을 그린 루소의 초기 그림이에요. 식물들이 대부분 위로 향하는 초록색 잎들로 채워져 있어요. 시간이 흐를수록 루소가 그린 밀림의 식물들은 더 아름답고 복잡하게 표현했어요.,루소에 그림에는 대부분 어떤 것들로 채워져 있나요?,잎,PT02,45.0,2.4444444444444446,4.0,182.0,0,1
29170,"앙리 루소(1844 1910)는 프랑스의 화가로 세관원 출신이에요. 그림을 제대로 배운 적이 없지만 자기만의 스타일대로 그림을 그렸어요. 특히 루소는 밀림에 가 본 적이 없지만, 밀림을 그린 그림이 아주 많아요.",루소가 태어난 곳은 어디인가요?,프랑스,PT02,28.0,4.0,5.0,118.0,0,1
29170,"앙리 루소(1844 1910)는 프랑스의 화가로 세관원 출신이에요. 그림을 제대로 배운 적이 없지만 자기만의 스타일대로 그림을 그렸어요. 특히 루소는 밀림에 가 본 적이 없지만, 밀림을 그린 그림이 아주 많아요.",세관원 출신의 프랑스 화가는 누구일까요?,앙리 루소,PT02,28.0,4.0,5.0,118.0,0,1
29292,"월터 크레인(1845 1915)은 영국의 판화가, 장식 예술가이자 화가예요. 가계로 생산하는 것보다 수작업에 의미를 두는 운동을 했어요. 그림뿐만 아니라 벽지, 자수, 그림책의 삽화 등 여러 분야에서 활동했어요.",월터 크레인이 활동한 분야는 그림과 그림책의 삽화 외에 어떤 것이 있나요?,벽지와 자수,PT02,26.0,1.5,2.0,118.0,0,1
29212,"헨리에타 라이스. 존 러셀, 1766년, 뉴턴 하우스. 파란색 줄무늬 소매의 드레스를 입은 여자아이가 토끼를 안고 있어요. 아주 부드럽고 포근해 보이지요.",존 러셀의 헨리에타 라이스 작품은 어디에 소장되어 있나요?,뉴턴 하우스,PT02,20.0,3.0,5.0,86.0,0,1
29209,"노 젓는 배. 윈슬로 호머, 1880년, 개인 소장. 물에 녹는 수채화 물감으로 그렸어요. 바다를 향해 나아가는 작은 배가 왠지 조금 위태롭게 보이지만 노를 젓는 사람은 편안해 보여요.",윈슬로 호머의 노 젓는 배는 어느 때 작품인가요?,1880년,PT02,27.0,1.0,1.0,103.0,0,1
29209,"노 젓는 배. 윈슬로 호머, 1880년, 개인 소장. 물에 녹는 수채화 물감으로 그렸어요. 바다를 향해 나아가는 작은 배가 왠지 조금 위태롭게 보이지만 노를 젓는 사람은 편안해 보여요.",노 젓는 배는 무엇을 이용해 그렸나요?,수채화 물감,PT02,27.0,1.0,1.0,103.0,0,1
29209,"노 젓는 배. 윈슬로 호머, 1880년, 개인 소장. 물에 녹는 수채화 물감으로 그렸어요. 바다를 향해 나아가는 작은 배가 왠지 조금 위태롭게 보이지만 노를 젓는 사람은 편안해 보여요.",작은 배에 편안해 보이는 사람은 누구인가요?,노를 젓는 사람은 편안해 보여요.,PT02,27.0,1.0,1.0,103.0,0,1
29208,그건 주로 파스텔을 이용해서 그림을 그렸기 때문이에요. 아이 옷의 하얀 레이스와 머리에 두른 파란 리본이 여자아이를 더욱 사랑스러워 보이게 해요. 존 러셀(1745 1806)은 영국의 화가예요.,존 러셀은 어느 나라의 화가인가요?,영국,PT02,25.0,1.0,1.0,108.0,0,1
29208,그건 주로 파스텔을 이용해서 그림을 그렸기 때문이에요. 아이 옷의 하얀 레이스와 머리에 두른 파란 리본이 여자아이를 더욱 사랑스러워 보이게 해요. 존 러셀(1745 1806)은 영국의 화가예요.,여자아이가 더 사랑스럽게 보이는 것은 하얀 레이스와 무엇 때문일까요?,파란 리본,PT02,25.0,1.0,1.0,108.0,0,1
29207,거친 파도와 폭풍이 이는 바다를 많이 그렸어요. 자연에 맞서는 사람의 모습을 표현하고 싶었던 것 같아요. 그 외에도 일상 속 아이들의 밝은 모습을 그리며 미래에 대한 희망을 표현했어요.,거친 파도와 폭풍이라는 자연과 맞서는 건 누구인가요?,사람,PT02,27.0,2.3333333333333335,3.0,103.0,0,1
29293,자코모 발라(1871 1958)는 이탈리아의 미래주의 화가예요. 그는 연속적인 움직임을 한 장면에서 표현하려고 했어요. 그 결과 마치 움직이고 있는 것 같은 그림이 완성되었지요. 다른 화가들과는 달리 자기만의 상상력으로 그림을 그려 나갔어요.,발라는 어느 나라 출신의 화가인가요?,이탈리아,PT02,30.0,3.6666666666666665,4.0,135.0,0,1
29293,자코모 발라(1871 1958)는 이탈리아의 미래주의 화가예요. 그는 연속적인 움직임을 한 장면에서 표현하려고 했어요. 그 결과 마치 움직이고 있는 것 같은 그림이 완성되었지요. 다른 화가들과는 달리 자기만의 상상력으로 그림을 그려 나갔어요., 자기만의 상상력으로 그림을 그렸던 미래주의 화가는 누구인가요?,자코모 발라,PT02,30.0,3.6666666666666665,4.0,135.0,0,1
29212,"헨리에타 라이스. 존 러셀, 1766년, 뉴턴 하우스. 파란색 줄무늬 소매의 드레스를 입은 여자아이가 토끼를 안고 있어요. 아주 부드럽고 포근해 보이지요.",파란색 줄무늬 소매의 드레스를 입은 사람은 누구인가요?,여자아이,PT02,20.0,3.0,5.0,86.0,0,1
29188,이탈리아 한 도시의 공작 페데리코와 그의 아내 바티스타예요. 페데리코는 능력이 뛰어난 사람으로 작은 도시를 아주 크게 발전시켰어요. 그의 아내 바티스타는 젊은 나이에 세상을 떠났어요.,능력이 뛰어난 페데리코가 아주 크게 발전시킨 곳은 어디인가요?,작은 도시,PT02,24.0,4.5,5.0,102.0,0,1
29245,"토끼. 작자 미상, 3세기경, 키프로스 파포스의 고대 유적지. 모자이크는 돌이나 유리, 조개껍데기, 타일 같은 재료를 조각조각 붙여서 만드는 작품을 말해요. 이 작품은 술과 풍요의 신 '디오니소스의 저택'에서 발견된 모자이크들 중 하나예요. 이곳은 수많은 신들을 묘사한 모자이크 바닥 장식으로 아주 유명한 곳이에요. '디오니소스의 저택'이 있는 파포스 지역은 유네스코 세계 문화유산으로 지정되어 있어요.",모자이크는 돌이나 유리 외에 또 어떤 것으로 만들 수 있나요?,타일과 조개껍데기,PT02,51.0,2.8,5.0,225.0,0,1
29243,"당나라 시대 토끼 형상. 작자 미상, 7~10세기경, 프리어 갤러리. 중국 당나라 시대에 만들어진 토끼 모양 조각상이에요.",이 작품은 어디에 보관되어 있나요?,프리어 갤러리,PT02,16.0,1.0,1.0,68.0,0,1
29215,누워서도 작업할 수 있는 종이 오리기 작업을 통해 마티스는 커다란 기쁨을 느꼈어요. 푸른 누드는 모두 4점으로 이 그림은 그중 세 번째예요. 앙리 마티스(1869 1954)는 프랑스의 화가예요.,누워서 푸른 누드 4점의 작품을 만든 건 누구인가요?,앙리 마티스,PT02,26.0,1.25,2.0,108.0,0,1
29206,"오스카어 슐레머(1888 1943)는 독일의 무용가 겸 교사이자 화가예요. 무용과 음악, 옷의 세 가지 요소를 하나로 통합하려는 삼부작 발레가 유명해요. 예술의 여러 영역에 관심이 많았지요.",오스카어 슐레머는 어디 출신인가요?,독일,PT02,24.0,2.0,2.0,106.0,0,1
29206,"오스카어 슐레머(1888 1943)는 독일의 무용가 겸 교사이자 화가예요. 무용과 음악, 옷의 세 가지 요소를 하나로 통합하려는 삼부작 발레가 유명해요. 예술의 여러 영역에 관심이 많았지요.",삼부작 발레가 유명한 독일의  무용가 겸 화가는 누구인가요?,오스카어 슐레머,PT02,24.0,2.0,2.0,106.0,0,1
29205,"야생 동물의 낙원. 오스카어 슐레머, 1939년, 개인 소장. 투명 용지에 잉크와 크레용으로 야생 동물들의 낙원을 그렸어요.",슐레머가 태어난 건 언제인가요?,1939년,PT02,16.0,3.0,3.0,69.0,0,1
29205,"야생 동물의 낙원. 오스카어 슐레머, 1939년, 개인 소장. 투명 용지에 잉크와 크레용으로 야생 동물들의 낙원을 그렸어요.",슐레머가 야생 동물들의 낙원을 어디에 그렸나요?,투명 용지,PT02,16.0,3.0,3.0,69.0,0,1
29204,생동감이 넘치는 파란색 덕분에 그림 속 동물들의 생기가 넘쳐 보여요. 사이사이에 보이는 흰색과 노란색이 그 생기에 한층 더 힘을 불어넣어요. 마치 무대 위에서 동물들이 연극을 하는 것처럼 보이지요.,동물들이 연극을 하는 곳은 어디인가요?,무대,PT02,28.0,2.8,7.0,110.0,0,1
29204,생동감이 넘치는 파란색 덕분에 그림 속 동물들의 생기가 넘쳐 보여요. 사이사이에 보이는 흰색과 노란색이 그 생기에 한층 더 힘을 불어넣어요. 마치 무대 위에서 동물들이 연극을 하는 것처럼 보이지요.,그림 속 생기가 넘쳐 보이는 것은 무엇인가요?,동물들,PT02,28.0,2.8,7.0,110.0,0,1
29300,"이 그림은 마네가 사진관에서 촬영한 인물 사진처럼 그려 낸 작품이에요. 하지만 배경이 텅 비어 있는 이 그림을 보고 사람들은 이해할 수 없었어요. 그래서 당시 미술 전람회에 그림을 냈지만, 떨어지고 말았어요. 지금은 오르세 미술관을 대표하는 작품으로 꼽히고 있지요.",이 작품은 어디를 대표하는 작품으로 꼽히나요?,오르세 미술관,PT02,37.0,1.8333333333333333,3.0,148.0,0,1
29215,누워서도 작업할 수 있는 종이 오리기 작업을 통해 마티스는 커다란 기쁨을 느꼈어요. 푸른 누드는 모두 4점으로 이 그림은 그중 세 번째예요. 앙리 마티스(1869 1954)는 프랑스의 화가예요.,마티스는 어느 나라 화가인가요?,프랑스,PT02,26.0,1.25,2.0,108.0,0,1
29300,"이 그림은 마네가 사진관에서 촬영한 인물 사진처럼 그려 낸 작품이에요. 하지만 배경이 텅 비어 있는 이 그림을 보고 사람들은 이해할 수 없었어요. 그래서 당시 미술 전람회에 그림을 냈지만, 떨어지고 말았어요. 지금은 오르세 미술관을 대표하는 작품으로 꼽히고 있지요.",마네의 그림을 보고 이해하지 못한 것은 누구인가요?,사람들,PT02,37.0,1.8333333333333333,3.0,148.0,0,1
29298,"에두아르 마네(1832 1883)는 프랑스의 화가예요. 그는 인상주의 전시회에 그림을 출품한 적이 없지만, 인상주의 화가로 분류되지요. 원근법과 입체감을 없애고 빛으로만 그림을 표현하려 해서 엄청난 비난을 받기도 했지만 다른 화가들에게 많은 영향을 주었어요.",마네는 어느 나라 출신의 화가인가요?,프랑스,PT02,31.0,3.0,3.0,144.0,0,1
29298,"에두아르 마네(1832 1883)는 프랑스의 화가예요. 그는 인상주의 전시회에 그림을 출품한 적이 없지만, 인상주의 화가로 분류되지요. 원근법과 입체감을 없애고 빛으로만 그림을 표현하려 해서 엄청난 비난을 받기도 했지만 다른 화가들에게 많은 영향을 주었어요.",빛으로만 그림을 표현하려 한 프랑스의 인상주의 화가는 누구인가요?,에두아르 마네,PT02,31.0,3.0,3.0,144.0,0,1
29181,하지만 어둠 속에서 까치를 노려보고 있는 고양이가 있지요. 아이가 조금만 방심하면 언제 저 고양이들이 까치에게 덤벼들지 몰라요. 아이가 까치와 새장 속 새들을 잘 지켜 주겠죠? 재미있는 점은 까치가 물고 있는 명함에 화가 자신의 이름을 적어 놓았다는 거예요. 그래서 그림에 따로 고야의 서명이 없는 거예요.,새들은 어디에 있나요?,새장 속,PT02,44.0,2.5,3.0,171.0,0,1
29181,하지만 어둠 속에서 까치를 노려보고 있는 고양이가 있지요. 아이가 조금만 방심하면 언제 저 고양이들이 까치에게 덤벼들지 몰라요. 아이가 까치와 새장 속 새들을 잘 지켜 주겠죠? 재미있는 점은 까치가 물고 있는 명함에 화가 자신의 이름을 적어 놓았다는 거예요. 그래서 그림에 따로 고야의 서명이 없는 거예요.,까치를 노려보고 있는 것은 무엇일까요?,고양이,PT02,44.0,2.5,3.0,171.0,0,1
29180,프란시스코 고야(1746 1828)는 19세기 초의 에스파냐 미술을 대표하는 화가예요. 그는 전쟁으로 인해 고통받는 민중들을 그림으로 남겼어요. 고야가 그린 그림 속의 깊은 어두움은 다른 화가들에게도 큰 영향을 주었어요.,고야는 전쟁으로 고통받는 민중을 어떻게 표현하였나요?,그림으로 남겼어요.,PT02,27.0,2.0,3.0,123.0,0,1
29180,프란시스코 고야(1746 1828)는 19세기 초의 에스파냐 미술을 대표하는 화가예요. 그는 전쟁으로 인해 고통받는 민중들을 그림으로 남겼어요. 고야가 그린 그림 속의 깊은 어두움은 다른 화가들에게도 큰 영향을 주었어요.,고야가 에스파냐 미술을 대표했을 때는 언제인가요?,19세기 초,PT02,27.0,2.0,3.0,123.0,0,1
29180,프란시스코 고야(1746 1828)는 19세기 초의 에스파냐 미술을 대표하는 화가예요. 그는 전쟁으로 인해 고통받는 민중들을 그림으로 남겼어요. 고야가 그린 그림 속의 깊은 어두움은 다른 화가들에게도 큰 영향을 주었어요.,프란시스코 고야의 직업은 무엇인가요?,화가,PT02,27.0,2.0,3.0,123.0,0,1
29179,"어린 마누엘 오소리오 만리케 데 수니가의 초상. 프란시스코 고야, 1790년경, 메트로폴리탄 미술관. 빨간 옷을 입은 마누엘 오소리오라는 아이가 까치를 데리고 놀고 있어요.",프란시스코 고야의 어린 마누엘 오소리오 만리케 데 수니가의 초상은 언제 그려진 그림인가요?,1790년경,PT02,22.0,6.0,6.0,96.0,0,1
29299,우리들의 연주회. 우리들의 연주회는 명화와 악기 소리를 함께 즐기는 사운드북이에요. 특히 일반 사운드북에는 없는 성악가의 음성을 들으면서 합주의 즐거움을 느껴 보아요.,우리들의 연주회 소리북에서 함께 즐길 수 있는 것은 무엇인가요?,명화,PT02,21.0,4.0,6.0,93.0,0,1
29244,조각상을 보니 '푸른 하늘 은하수 하얀 쪽배에 계수나무 한 나무 토끼 한 마리'로 시작되는 동요가 생각나요. 이 토끼 모양 조각상은 달에 살고 있는 토끼일까요? 아니면 달에 가고 싶어 달을 바라보는 토끼일까요?,무엇을 보고 푸른 하늘 은하수 노래가 떠올랐나요?,토끼 모양 조각상,PT02,31.0,1.75,4.0,117.0,0,1
29216,"푸른 누드. 앙리 마티스, 1952년, 풍피두 센터. 마티스의 그림은 원색으로 그린 화려한 그림도 많지만 종이를 오려 붙여 만든 작업도 아주 유명하지요. 종이 오리기 작업이 시작된 것은 수술을 받은 이후부터 이젤 앞에 서 있을 수 없었기 때문이에요.",종이를 오려 붙여 만든 작업으로 유명한 인물은 누구인가요?,앙리 마티스,PT02,36.0,3.0,5.0,139.0,0,1
29217,"피카소, 뒤샹과 함께 근현대 미술에서 가장 중요한 화가 중 한 명이에요. 화려하고 강렬한 색깔을 잘 써서 '색채의 마술사'로도 불리지요. 피카소와 좋은 친구로 지내며 서로에게 영향을 미쳤어요.",근현대 미술에서 가장 중요한 화가로는 뒤샹과 누가 있을까요?,피카소,PT02,26.0,2.4,4.0,107.0,0,1
29243,"당나라 시대 토끼 형상. 작자 미상, 7~10세기경, 프리어 갤러리. 중국 당나라 시대에 만들어진 토끼 모양 조각상이에요.",중국 당나라 시대에 만들어진 조각상은 어떤 모양을 하고 있었나요?,토끼 모양,PT02,16.0,1.0,1.0,68.0,0,1
29242,"토끼. 제프 쿤스, 1986년, 개인 소장. 제프 쿤스의 유명한 작품 중 하나예요. 풍선처럼 보이지만, 사실은 무거운 재질인 스테인리스 스틸로 섬세하게 만들어졌어요. 1미터의 큰 키에 하늘을 찌르는 것 같은 뾰족한 귀, 차디찬 몸통으로 만들어진 이 초현실적인 토끼는 사람들의 시선을 잡아 끌지요.",쿤스의 토끼는 무엇으로 만들어졌나요?,스테인리스 스틸,PT02,40.0,2.0,3.0,165.0,0,1
